Project,Bug ID,Severity Label,Resolution Status,Short Description
Core,476176,normal,FIXED,"###!!! ASSERTION: Potential deadlock between media.decoderMonitor@2aaabc33eb40 and Lock@2aaabcf2a300: 'Error', file nsAutoLock.cpp, line 318"
Core,469272,normal,FIXED,Media element never fires canplay event
Core,468771,critical,FIXED,"""ASSERTION: the pointer to this sibling will be overwritten"" with -moz-column, table"
Core,477531,normal,FIXED,Support the CSS3 :indeterminate pseudoclass
Core,474187,major,FIXED,Qt port broken in widget follow up to bug448830 split nsIntRect
Core,469631,normal,FIXED,Cocoa needs a correct combobox/editable menulist widget
Core,477089,normal,FIXED,TM: add skip() to LirFilter so we can pass it through instead of going to the lir writer directly
Core,476873,normal,FIXED,TM: Trace JSOP_ARRAYPUSH
Core,476560,normal,FIXED,Nanojit assembler isn't always properly initialized on entry to beginAssembly
Core,477158,critical,FIXED,"TM: ""Assertion failure: v == JSVAL_TRUE || v == JSVAL_FALSE, at ../jsapi.h"""
Core,476940,minor,FIXED,JavaScript: Regular Expressions with duplicate flags should cause an error
Core,477174,normal,FIXED,valgrind reports leaks now
Core,477234,critical,FIXED,"TM: ""Assertion failure: v != JSVAL_ERROR_COOKIE, at ../jstracer.cpp"" with proto, getter"
Core,476934,normal,FIXED,JS_GC can dereference a NULL pointer (in a multi-threaded app using JS_ClearContextThread)
Core,477021,normal,FIXED,js_DestroyContext should wait for GC to finish
Core,469405,critical,FIXED,"TM: ""Assertion failure: !JSVAL_IS_PRIMITIVE(regs.sp[-2])"" with __iterator__"
Core,467747,normal,FIXED,"Add=On manager is broken, can't see add-ons"
Core,477319,normal,FIXED,Some objects left locked in tracer code
Core,477581,normal,FIXED,"""Assertion failure: !JSVAL_IS_PRIMITIVE(regs.sp[-2]), at ../jsinterp.cpp:3237"" with generator on trace"
Core,477425,normal,FIXED,"Tp memory use regression, midday on January 27, 2009"
Core,466747,critical,FIXED,"""Assertion failure: fp->slots + fp->script->nfixed + js_ReconstructStackDepth(cx, fp->script, fp->regs->pc) == fp->regs->sp"" with DOM manipulation of script elements"
Core,477187,normal,FIXED,Eliminate operationCount
Core,477179,normal,FIXED,Eliminate the need for a 10ms watchdog thread.
Core,418667,blocker,FIXED,lcms windows mobile build bustage fix.
Core,421176,normal,FIXED,build fixes for XR on windows mobile
Core,457047,normal,FIXED,WinCE FatalAppExit function missing in OS
Core,389337,normal,FIXED,Should elements with contenteditable attribute in xhtml be focusable?
Core,477678,normal,FIXED,target ARMv6
Core,477679,normal,FIXED,default to -Ox for windows ce optimization flag
Core,465463,normal,FIXED,[@font-face] style matching with local font should always use @font-face rule style
Core,473815,normal,FIXED,Improve diagnostics for malformed @font-face rules
Core,468353,minor,FIXED,designmode.css is not removed after designMode is turned off
Core,449198,normal,FIXED,http-on-examine-response isn't fired when a response comes from the cache
Core,476002,normal,FIXED,reftest text/zwnj-01 fails on Windows with ClearType enabled
Core,476230,normal,FIXED,remove all MoreFilesX usage
Core,475526,normal,FIXED,"ASSERTION: XPIManager: output stream doesn't exist: 'mItem->mOutStream', file /Users/dave/mozilla/source/trunk/mozilla/xpinstall/src/nsXPInstallManager.cpp"
Core,475538,normal,FIXED,Remove obsolete files in intl/uconv
Core,459657,major,FIXED,nsNSSBadCertHandler leaks nsIBadCertListener2 proxy
Core,377404,minor,FIXED,Should check the scrolling direction in nsMouseWheelTransaction
Core,474763,normal,FIXED,Add automated tests for xpinstall
Core,475522,normal,FIXED,walk subtree once for all text attributes
Core,476163,normal,FIXED,consolidate makefile cruft for generating automation.py
Core,475525,normal,FIXED,provide robust text attribute offset testing
Core,477052,normal,FIXED,Make some nanojit classes initialize their members
Core,477996,normal,FIXED,SVG CSS2 selectors not handled properly.
Core,477688,normal,FIXED,nsJSContext CC timer keeps nsJSContext alive
Core,478149,normal,FIXED,Fix up win32 window styles on WinCE
Core,477727,normal,FIXED,WinCE/ARM patches for native Firefox on Windows CE 6
Core,478140,normal,FIXED,Set some defaults in all.js for WinCE
Core,410621,normal,FIXED,"Left Border not displayed in div with overflow, depending on DOCTYPE"
Core,478157,normal,FIXED,"verKorea should be KR, not KP"
Core,478377,normal,FIXED,Support specifying direction for :-moz-tree-cell pseudo class through CSS
Core,348233,normal,FIXED,FTP and Gopher index pages are LTR always
Core,475006,normal,FIXED,Extend nsARIAMap to include ARIA attribute characteristics
Core,476726,normal,FIXED,deCOMtaminate WidgetToScreen and ScreenToWidget
Core,477880,normal,FIXED,Onload can fire before we've kicked off layout-dependent loads
Core,478101,normal,FIXED,[FIX]Suppress GetUsedX asserts during display list optimization and painting
Core,478267,normal,FIXED,[FIX]Any time we reflow an nsObjectFrame we assert
Core,328111,normal,FIXED,::first-letter pseudo elements applies to two characters in some cases.
Core,478549,normal,FIXED,CopyTo fails on Mac OS X
Core,462455,normal,FIXED,Appending <source> child element to <video> element does not initiate media load
Core,475343,normal,FIXED,Region maintenance can get very expensive
Core,476557,normal,FIXED,Flash of white (sometimes with corruption) when reloading drobo.com
Core,475344,normal,FIXED,Need a cancellation code to indicate successful load from cache
Core,478414,normal,FIXED,"[SeaMonkey, MacOSX] ""test_bug441782.html | Test timed out"" now"
Core,455367,normal,FIXED,bogus mixed content warnings for many https sites
Core,477700,normal,FIXED,Can't type into text input in this case with changing iframe heigh and setting overflow: hidden
Core,464050,normal,FIXED,Focus handling prevents text selection by mouse
Core,477826,normal,FIXED,EV-Cert shows during page load and either disappears after page has loaded or after a hard-refresh
Core,478105,normal,FIXED,XForms/schemavalidation crashes when loading XML file with schema
Core,468665,normal,FIXED,Workers: Enable JIT for worker script
Core,460882,normal,FIXED,setTimeout loses XPCNativeWrappers
Core,384758,normal,FIXED,A statement can follow an expclo without an intervening semicolon
Core,476716,normal,FIXED,Unmacroize ip_adj helpers.
Core,478805,normal,FIXED,Changing VIDEO.src dont change the actual source file being played.
Core,477237,critical,FIXED,"Crash [@ nsXULTemplateQueryProcessorXML::GetDatasource] with DOMAttrModified removing window, observes and datasources"
Core,473284,critical,FIXED,Crash when calling advanceFocusIntoSubtree({})
Core,478221,normal,FIXED,"make ""make upload"" upload symbols zip alongside build"
Core,478536,critical,FIXED,Crash by removing a scroll target in MozMouseScrollFailed event handler
Core,467387,normal,FIXED,A role on the <body> should not affect READONLY state
Core,478754,normal,FIXED,Remove effectively unused PRBool argument of display version of IsTableRelated
Core,478811,normal,FIXED,[FIX]IsTableRelated check in GetAbsoluteContainingBlock is incorrect
Core,399427,major,FIXED,TAB always jumps from XUL menulists to the URL input field
Core,477863,normal,FIXED,Give gesture events usable clientX/screenX values
Core,478868,normal,FIXED,test_play.html intermittently fails (getting too many events?)
Core,390440,normal,FIXED,list-style-type: armenian doesn't correspond to CSS3 Lists spec
Core,340345,normal,FIXED,DOM timeouts can fire during a sync XMLHttpRequest
Core,478699,normal,FIXED,Firefox is randomly trying to fetch incorrect JavaScript file
Core,432800,trivial,FIXED,make elf-dynstr-gc silent on success
Core,477758,normal,FIXED,"With tracemonkey on, regexp ""source"" comes up blank in specific case"
Core,477142,normal,FIXED,_FAIL builtins need to be GC-safe
Core,475334,normal,FIXED,JavaScript debugger skips valid frames in thread state construction
Core,472450,critical,FIXED,TM: Crash [@ JS_GetGlobalForObject] or [@ js_PutBlockObject]
Core,475115,normal,FIXED,TM: Generate a jump table for the side exits for JSOP_TABLESWITCH
Core,478047,normal,FIXED,Assignments to a property that has a getter but not a setter should throw a TypeError
Core,478205,critical,FIXED,"TM: ""Assertion failed: p->isQuad() (../nanojit/Nativei386.cpp:1599)"""
Core,468840,normal,FIXED,Page hangs browser with JIT enabled
Core,478317,normal,FIXED,Valgrind reports UMRs in regexp compiler
Core,478314,critical,FIXED,"TM: ""Assertion failed: ""need a way to EOT now, since this is trace end"": 0 (../nanojit/LIR.cpp:985)"""
Core,478814,normal,FIXED,[FIX]Condition the XUL display types that we don't parse if not MOZ_XUL on MOZ_XUL
Core,466080,normal,FIXED,Make more things honor the LOAD_ANONYMOUS flag
Core,400226,normal,FIXED,combobox display areas are very slow to update
Core,471220,normal,FIXED,VIDEO tag unable to play if we switch to a invalid file and then to a valid one
Core,477924,normal,FIXED,Context switch in mozJSComponentLoader::ImportInto without suspending outer context's request
Core,478304,normal,FIXED,Let nsRunnableMethod be used with non-void-returning functions
Core,476567,normal,FIXED,Clear Access-Control preflight cache when spec says to
Core,477848,normal,FIXED,FF 3.1b2 crashes when executing some JS code
Core,473552,critical,FIXED,SIGILL due to TraceMonkey emitting unsupported NOPL
Core,465371,normal,FIXED,Native JSON stringification aborts on functions and xml but returns JS_TRUE
Core,391448,normal,FIXED,Force layout/dom/content code to use classinfo macros that don't use the service manager.
Core,478842,normal,FIXED,gfxColorManagementTest.cpp failed to build on Solaris
Core,474696,normal,FIXED,Process fallbacks on out-of-domain redirects
Core,452401,normal,FIXED,Create tests for mixed content
Core,456705,critical,FIXED,Firefox crashes when opening a https-site
Core,477323,major,FIXED,WHATWG HTML5 drag and drop event handlers could not be set dynamically
Core,468442,normal,FIXED,Change tests dep on PUT/DELETE support to use SJS states
Core,478820,normal,FIXED,[FIX]Convert ConstructFrameByDisplayType to using frame construction data
Core,477335,normal,FIXED,Ship February 2009 Funnelcake
Core,478147,normal,FIXED,No indication that checkbox has focus
Core,473580,normal,FIXED,Cpu usage spikes when you open/use another tab.
Core,463645,normal,FIXED,container-live object attribute should reflect role as well
Core,455886,normal,FIXED,AccessibleNameFromSubtree(): don't recurse into subtrees for roles that don't use name from subtree
Core,478784,normal,FIXED,tab preview pane and autoscroll icon are not transparent anymore
Core,478684,normal,FIXED,test_play.html fails intermittently
Core,478570,minor,FIXED,feConvolveMatrix 'order' attribute does not default to 3
Core,478299,critical,FIXED,Crash in [@ winmm.dll@0x490d] while pausing video on tinyvid.tv
Core,469266,normal,FIXED,Volume changes during Wave playback do not take effect for many seconds
Core,448329,critical,FIXED,"Browser crashes after hitting the ""tab"" key within Smatermail webmail app"
Core,432114,critical,FIXED,Crash [@ PL_DHashTableOperate] with DOMNodeInserted event listener removing window and frameset contenteditable
Core,477214,normal,FIXED,"WAV file plays, but doesn't send timeupdate events"
Core,479022,normal,FIXED,fast path nsCanvasRenderingContext2D::PutImageData() is wrong on BIG_ENDIAN machine
Core,478490,normal,FIXED,Adding viewBox attribute does not trigger repaint
Core,422986,normal,FIXED,make -j2 -f client.mk profiledbuild fails
Core,473151,normal,FIXED,"windbgdlg uses wsprintfW, which isn't safe for buffers above 1024 bytes"
Core,469268,normal,FIXED,More tests for Wave decoder backend
Core,479143,critical,FIXED,Crash in [@ nsCOMPtr_base::assign_from_helper
Core,474754,normal,FIXED,"Sporadic mochitest failure: ""test_wav_trunc.html | Checking currentTime at end: 1.5"""
Core,476634,normal,FIXED,Storage template builder can't handle 64 bit integers
Core,479180,normal,FIXED,[FIX]ChildIterator shouldn't hold strong refs
Core,479178,normal,FIXED,[FIX]Remove some gratuitous refcounting in tree-land
Core,474536,normal,FIXED,The jar: scheme ignores the content-disposition: header on the inner URI
Core,479320,major,FIXED,JS_STATIC_ASSERT in some situations causes WinCE compilers to barf
Core,476174,normal,FIXED,Default Download Directory (DfltDwnld) uses old Safari 2's value instead of Leopard's ~/Downloads
Core,462203,normal,FIXED,Remove nsLegendFrame::QueryInterface()
Core,477928,normal,FIXED,"""ASSERTION: wrong InlinePrefWidthData container for first continuation"" with -moz-column"
Core,477959,normal,FIXED,fix uninitialized memory read in nsScreenManager shutdown
Core,477961,normal,FIXED,uninitialized memory read of nsCanvasRenderingContext2D::mLastStyle
Core,477963,normal,FIXED,fix gcc use of uninitialized variable warning in nsBlockFrame's FindChildContaining
Core,477962,normal,FIXED,fix -Wshadow warning about childFrame in nsMathMLTokenFrame::Place
Core,478899,normal,FIXED,remove PerFrameData::mFrameType since it's write-only
Core,475215,critical,FIXED,Crash due to too much recursion in nsCSSSelector::ToStringInternal
Core,478156,minor,FIXED,"CSS serialization still uses ""-x-system-font"""
Core,478443,normal,FIXED,Alter makefiles slightly to make pymake happy
Core,458644,normal,FIXED,Jprof: add support for gnu_debuglink
Core,451341,critical,FIXED,xulrunner crashes when fails to find the window on which to change the cursor
Core,478108,normal,FIXED,Remove Debug log messages for video/audio buffering and rate
Core,465458,normal,FIXED,Media selection algorithm changed in r2403 of HTML5 spec
Core,478816,normal,FIXED,Gtk-CRITICAL **: gtk_drag_set_icon_pixbuf: assertion `GDK_IS_DRAG_CONTEXT  (context)' failed
Core,470250,normal,FIXED,Middle part of border-image doesn't show when all border-widths are 0
Core,478982,major,FIXED,Gecko users may need to prevent autoplay for video/audio content in messages
Core,478862,major,FIXED,After Bugfix 347185 the keys Backspace and Tab no longer work as expected in a flash application
